system:index,Dissolved Reactive Phosphorus,Electrical Conductance,Index,Latitude,Longitude,MNDWI,NDMI,Sample Date,Total Alkalinity,elevation,green,humidity,modis_lc_class,nir,pet,population_3km,precip_0d,precip_1d,precip_3d_sum,slope,soil_clay,soil_ph,soil_sand,swir16,swir22,temp_c,water_occurrence,.geo
1148,10,113.5999985,4425,-24.282222,28.090278,-0.253922559,-0.072917686,22-08-2013,30.25200081,1136,9783.5,17.1346989,10,14208,162.40001,3821.550311,0,0,0,1.376529947,20,64,69,16443,13004,17.9147494,0,"{""type"":""Point"",""coordinates"":[28.090278,-24.282222000000004]}"
1149,10,431,4426,-27.00222015,28.76527977,-0.239475921,-0.075876343,22-08-2013,175.4609985,1497,14990.5,25.47629522,12,20985,158.8,14.21860327,0,0,0,2.968161592,27,69,57,24431,20968,10.75882492,0,"{""type"":""Point"",""coordinates"":[28.765279769897457,-27.00222015380859]}"
0000000000000000114a,160,1126,4427,-26.98472222,26.63227778,-0.212094912,-0.086307209,22-08-2013,271.6210022,1289,11348,29.76131638,10,14683.5,180.40001,44422.56933,0,0,0,5.189790205,27,68,58,17457.5,14652.5,10.01997401,0,"{""type"":""Point"",""coordinates"":[26.63227778,-26.984722220000002]}"
0000000000000000114b,10,1455,4428,-28.11666679,26.725278,-0.048698721,0.004376322,22-08-2013,196,1289,10783,37.35073871,10,11991.5,184.7,119.0446899,0,0,0,6.408192064,23,67,64,11887,10221,9.452021535,0,"{""type"":""Point"",""coordinates"":[26.725278,-28.116666793823242]}"
0000000000000000114c,23,198,4429,-33.31388889,19.07472222,-0.091020912,0.063831659,22-08-2013,26.41799927,92,8868,76.78060066,10,12095.5,200.1,541.3100317,0,19.89931128,19.89931128,4.525898873,17,67,64,10644,9203.5,5.355016327,0,"{""type"":""Point"",""coordinates"":[19.074722219999998,-33.31388889]}"
0000000000000000114d,10,694,4430,-26.64805603,27.089444,-0.27637481,-0.091156134,23-08-2013,249,1357,10244,44.66248385,10,15050,171.1,592.6822819,0,0,0,1.037605708,25,62,62,18069,14680,12.5657917,0,"{""type"":""Point"",""coordinates"":[27.089444000000004,-26.64805603027344]}"
0000000000000000114e,52,647,4431,-26.97027779,27.21111107,0.064173303,0.059957407,23-08-2013,129.5679932,1326,9788,41.11181849,10,9705.5,172.7,80.65729868,0,0,0,0,,,,8607.5,8101,12.70584704,91,"{""type"":""Point"",""coordinates"":[27.211111068725586,-26.970277786254883]}"
0000000000000000114f,123,803,4432,-26.88027763,26.96500015,-0.252761489,-0.126676785,23-08-2013,267.6730042,1302,10959,40.62254799,10,14241.5,173.7,176.5934708,0,0,0,1.393106924,,,,18373,15279,12.84224027,0,"{""type"":""Point"",""coordinates"":[26.96500015258789,-26.880277633666996]}"
1150,10,349,4433,-30.39805603,30.60194397,-0.139015099,0.068498292,24-08-2013,73.72699738,65,9380,65.22640214,9,14234,156.6,1431.515896,0,0,0,3.704791834,24,60,54,12409,10362,17.29997978,0,"{""type"":""Point"",""coordinates"":[30.601943969726573,-30.398056030273438]}"
1151,10,154.5599976,4434,-24.99328041,30.81443977,-0.191372422,-0.042938584,26-08-2013,50.29800034,1225,8754,75.46549712,8,11835.5,131.2,31.60867109,7.014095974,0,7.014095974,4.738186463,34,60,43,12897.5,11924,14.43557701,0,"{""type"":""Point"",""coordinates"":[30.81443977355958,-24.993280410766598]}"
1152,15,114.3000031,4435,-29.38055611,30.27750015,-0.219397873,-0.049622401,26-08-2013,40.86800003,1071,9742.5,49.91675856,8,13780,147.8,175.0966066,0,0,0,2.137672972,27,61,52,15219,12703.5,17.71259524,0,"{""type"":""Point"",""coordinates"":[30.277500152587894,-29.38055610656738]}"
1153,134,659.8300171,4436,-26.73806,27.59193993,0.029594669,0.068514324,26-08-2013,146.7640076,1417,9271.5,42.35238562,10,10024,166.2,1236.271456,0,0,0,0.927409937,25,68,54,8738.5,8325.5,16.46137454,89,"{""type"":""Point"",""coordinates"":[27.591939926147464,-26.738059997558594]}"
1154,95,658,4437,-26.45000076,28.0858326,-0.259188077,-0.104716456,26-08-2013,138.2129974,1476,10214.5,47.80133931,10,14070.5,163.6,2497.012211,3.307325288,0,3.307325288,3.239776951,29,64,53,17362,14763.5,15.50483157,0,"{""type"":""Point"",""coordinates"":[28.085832595825195,-26.45000076293945]}"
1155,30,170.8999939,4438,-33.818056,19.694722,,,26-08-2013,18.54400063,170,,52.1814915,9,,193.40001,289.9155893,0,0,0,3.470915624,20,74,66,,,14.98383547,0,"{""type"":""Point"",""coordinates"":[19.694722,-33.818056]}"
1156,10,293.8999939,4439,-34.065833,20.40416718,-0.041010181,0.132277641,27-08-2013,21.38199997,64,8430,61.99205466,10,11941,175.5,395.2092146,0,0,0,5.876756687,16,63,66,9151,8265,14.23317553,26,"{""type"":""Point"",""coordinates"":[20.40416717529297,-34.065833]}"
1157,166,673,4440,-25.127778,27.628889,-0.277751824,-0.098102194,27-08-2013,182.048996,959,10049,38.39150628,10,14601.5,180.2,137.1690891,0,3.086759806,3.086759806,0.927409937,27,71,54,17778,16051,19.44443855,0,"{""type"":""Point"",""coordinates"":[27.628889000000004,-25.127777999999996]}"
1158,91,819,4441,-24.69514084,27.40905952,-0.147476619,0.002855993,27-08-2013,192.4179993,907,9662.5,36.80750034,12,13080,180.3,171.2819333,0,0,0,14.55362964,33,68,49,13005.5,11125,19.77516772,0,"{""type"":""Point"",""coordinates"":[27.409059524536133,-24.69514083862305]}"
1159,10,176.0800018,4442,-22.43772222,31.07805556,-0.142016975,0.043849669,27-08-2013,48.2859993,258,9628.5,41.83912878,10,13991.5,156.1,22.44234758,0,0.221668745,0.221668745,8.80371053,18,67,69,12816,11423,21.09100431,0,"{""type"":""Point"",""coordinates"":[31.078055560000003,-22.437722220000005]}"
0000000000000000115a,10,477.3900146,4443,-25.681111,31.78333282,-0.102245537,0.035978751,27-08-2013,145.6499939,205,9755,39.50726965,10,12871,146.7,26404.90738,0,0,0,2.768684101,28,70,52,11977,10692.5,22.10475756,0,"{""type"":""Point"",""coordinates"":[31.78333282470703,-25.681111]}"
0000000000000000115b,10,128.4400024,4444,-25.67386055,31.5752697,-0.201731893,-0.002841407,27-08-2013,39.6969986,277,9495,43.5807203,10,14213,147.8,2945.972864,0,5.842237949,5.842237949,1.02897748,30,68,49,14294,12162.5,20.71868985,0,"{""type"":""Point"",""coordinates"":[31.575269699096683,-25.67386054992676]}"
0000000000000000115c,12,309.1000061,4445,-28.74777794,31.745833,-0.226584795,-0.020634089,27-08-2013,79.4509964,54,9824.5,31.98898862,10,14951,160.1,4098.569954,0,0,0,6.95663271,25,69,59,15581,12985,25.49033699,0,"{""type"":""Point"",""coordinates"":[31.745833,-28.747777938842773]}"
0000000000000000115d,10,360,4446,-27.169444,29.23388863,-0.231178298,-0.123316797,27-08-2013,163.3040009,1526,12867,38.79467699,10,16081,155.5,52.03549839,0,0,0,7.762280502,25,73,60,20605,16742,15.84482918,0,"{""type"":""Point"",""coordinates"":[29.233888626098633,-27.169444]}"
0000000000000000115e,10,399.4599915,4447,-27.00222015,28.76527977,-0.239475921,-0.075876343,27-08-2013,191.6820068,1497,14990.5,40.12385577,12,20985,158.8,14.21860327,0,0,0,2.968161592,27,69,57,24431,20968,16.11696459,0,"{""type"":""Point"",""coordinates"":[28.765279769897457,-27.00222015380859]}"
0000000000000000115f,16,111.75,4448,-27.273889,28.48999977,-0.026771809,0.026210906,27-08-2013,36.91400146,1502,9842.5,40.55443999,13,10943,160.1,13783.02401,0,0,0,13.45025376,25,64,60,10384,9190.5,15.97812996,0,"{""type"":""Point"",""coordinates"":[28.489999771118168,-27.273889000000004]}"
1160,11,684,4449,-29.042222,24.60000038,0.018866878,-0.020342211,27-08-2013,153,1111,9180.5,28.694497,10,8488,216.6,16709.74304,0,0,0,3.678716605,28,70,54,8840.5,8383.5,21.25425301,0,"{""type"":""Point"",""coordinates"":[24.600000381469727,-29.042222000000006]}"
1161,10,778,4450,-29.028629,24.638389,-0.174267841,0.021711689,27-08-2013,177,1111,9537,28.694497,10,14164.5,215.2,539.3051032,0,0,0,4.620702861,28,68,60,13562.5,11518.5,21.25425301,0,"{""type"":""Point"",""coordinates"":[24.638389000000004,-29.028629]}"
1162,11,1142,4451,-29.03333282,23.983333,-0.188755986,-0.001992772,27-08-2013,191,1004,10122.5,25.1186709,7,14774,219.8,134.3187599,0,0,0,9.199528726,25,72,62,14833,12582.5,21.8620004,0,"{""type"":""Point"",""coordinates"":[23.983332999999995,-29.033332824707024]}"
1163,10,561,4452,-28.760833,17.73027802,0.101627444,0.018860687,28-08-2013,164.1529999,166,9409,54.93935142,16,7968,240.3,0.053476424,0,0,0,15.68506692,23,80,63,7673,7533,14.49297549,98,"{""type"":""Point"",""coordinates"":[17.73027801513672,-28.760833000000005]}"
1164,10,267.2000122,4453,-29.16166687,23.696389,0.162276168,-0.007898363,28-08-2013,102.1100006,986,10401.5,23.42677236,7,7379.5,225.5,74.37849792,0,0,0,0,27,72,52,7497,7521,20.42494164,98,"{""type"":""Point"",""coordinates"":[23.696389,-29.16166687011719]}"
1165,13,592.4199829,4454,-25.43611145,31.9822216,-0.160129694,-0.033737185,28-08-2013,196.3630066,114,10037.5,33.78607395,10,12960,140.8,12589.17482,0,0,0,2.252624438,,,,13865,12527.5,23.42884789,0,"{""type"":""Point"",""coordinates"":[31.982221603393555,-25.43611145019531]}"
1166,81.5,476.4750061,4455,-23.838611,31.6408329,-0.060586751,0.003711241,28-08-2013,155.4730072,211,9214,40.55694301,10,10480,155.1,0.049232097,0,0,0,1.373938379,,,,10402.5,9651,21.90646833,21,"{""type"":""Point"",""coordinates"":[31.640832901000977,-23.838610999999997]}"
1167,29,443,4456,-25.398889,31.61055565,-0.222694765,-0.062389183,28-08-2013,147.8370056,249,10189.5,33.66110325,10,14145.5,144,96.16279527,0,0,4.094281201,0,,,,16028,13848.5,21.72124697,0,"{""type"":""Point"",""coordinates"":[31.610555648803704,-25.398889000000004]}"
1168,10,185.8000031,4457,-25.14944444,31.94055556,-0.248070643,-0.091419637,28-08-2013,64.21199799,160,10303.5,34.89655084,10,14237,141.2,0.158338228,0,0,0,8.3447452,30,66,55,17102,14850,23.23231468,0,"{""type"":""Point"",""coordinates"":[31.94055556,-25.14944444]}"
1169,10,412,4458,-28.801278,31.95538902,-0.153847753,0.021011591,28-08-2013,107.1080017,10,10173.5,31.96545925,12,14468.5,159.1,2664.821849,0,0,1.336013233,1.058299984,23,59,59,13873,11941.5,26.71628278,28,"{""type"":""Point"",""coordinates"":[31.95538902282715,-28.801278]}"
0000000000000000116a,10,292.7999878,4459,-27.93777847,31.20944405,-0.183755755,-0.047031158,28-08-2013,63.76800156,633,9210.5,32.25406836,10,12157.5,158.3,1505.421671,0,0,0,11.32380891,28,69,53,13357.5,11647.5,21.47409528,0,"{""type"":""Point"",""coordinates"":[31.209444046020508,-27.937778472900387]}"
0000000000000000116b,17,366.4299927,4460,-28.69485092,28.23487091,-0.166957405,-0.016659613,28-08-2013,209.2409973,1597,9431.5,29.88341843,10,12779,155.3,1137.156286,0,0,0,2.307897645,23,64,57,13212,11531.5,16.09112002,0,"{""type"":""Point"",""coordinates"":[28.23487091064453,-28.69485092163086]}"
0000000000000000116c,12,258.9899902,4461,-28.88333321,27.88999939,-0.161842078,-0.023922561,28-08-2013,145.8450012,1551,9996.5,32.2254121,13,13209.5,160.1,51027.19294,0,0,0,4.615288416,20,64,61,13857,12540,14.75754255,0,"{""type"":""Point"",""coordinates"":[27.88999938964844,-28.883333206176754]}"
0000000000000000116d,18,1104,4462,-34.405833,19.600556,-0.182573332,0.133972277,28-08-2013,55.51800156,56,9447,90.05568469,10,17895.5,156.6,70.19411491,3.498974597,0,3.498974597,5.000977989,23,67,60,13667,10610,12.18397484,0,"{""type"":""Point"",""coordinates"":[19.600556000000005,-34.405833]}"
0000000000000000116e,21,468,4463,-28.058889,30.37361145,-0.186964972,-0.051605694,28-08-2013,138.1199951,1142,9830,25.58536558,10,12942.5,157.90001,363.8799591,0,0,0,0,21,64,63,14351,12048.5,20.98646507,0,"{""type"":""Point"",""coordinates"":[30.373611450195312,-28.058889000000004]}"
0000000000000000116f,10,132.8000031,4464,-27.52750015,30.858056,-0.207774744,-0.080785429,29-08-2013,47.26399994,961,9721,37.06460736,10,12604.5,151.7,422.8924235,0,0,0,4.251223644,26,66,58,14820,13963,18.62620888,0,"{""type"":""Point"",""coordinates"":[30.858055999999998,-27.52750015258789]}"
1170,94,655,4465,-26.97027779,27.21111107,0.047753869,0.010848964,29-08-2013,139.2579956,1326,8326.5,19.34805213,10,7733.5,172.7,80.65729868,0,0,3.577922204,0,,,,7567.5,7524,19.87246539,91,"{""type"":""Point"",""coordinates"":[27.211111068725586,-26.970277786254883]}"
1171,10,490,4466,-33.50166702,21.624167,-0.097470411,0.028054671,29-08-2013,98.40299988,240,9722.5,66.16242594,9,12505,179.1,46.99632708,1.805803137,15.84271911,17.64852225,0,19,71,65,11822.5,10163.5,10.80809364,0,"{""type"":""Point"",""coordinates"":[21.624167000000003,-33.50166702270508]}"
1172,16,284.2999878,4467,-34.075556,20.145556,-0.231712933,-0.025819616,29-08-2013,19.82099915,122,10427,67.17352196,10,15875,178,130.2599768,0,0,32.1654931,10.59294441,20,71,65,16716.5,13563.5,9.942696508,0,"{""type"":""Point"",""coordinates"":[20.145556000000003,-34.075556000000006]}"
1173,10,320.2999878,4468,-33.89777756,20.012778,-0.080465912,0.133144719,29-08-2013,31.86100006,137,8605,69.28364996,9,13217,180.6,662.0007307,0,0,3.777987162,17.86760772,18,71,63,10111,8829,9.409818904,0,"{""type"":""Point"",""coordinates"":[20.012778,-33.89777755737305]}"
1174,39,671.5300293,4469,-27.01011111,26.69808333,-0.118543855,-0.021258559,30-08-2013,150.651001,1291,9019.5,30.74120316,10,10969,181,3398.219243,0,0,2.268305934,3.847464255,,,,11445.5,10363.5,13.82524071,61,"{""type"":""Point"",""coordinates"":[26.69808333,-27.01011111]}"
1175,5,95.59999847,4470,-29.74416733,29.905833,-0.183447099,-0.079377432,30-08-2013,46.29999924,917,10048.5,52.73198533,10,12421.5,155.1,1138.658403,0.606837948,0,0.606837948,18.34238604,29,70,46,14563.5,12645,13.81978823,0,"{""type"":""Point"",""coordinates"":[29.905833,-29.74416732788086]}"
1176,10,700,4471,-26.64805603,27.089444,-0.28081627,-0.107243622,30-08-2013,234.4369965,1357,10467,25.9153322,10,15030,171.1,592.6822819,0,0,0,1.037605708,25,62,62,18641,15242.5,16.13806623,0,"{""type"":""Point"",""coordinates"":[27.089444000000004,-26.64805603027344]}"
1177,123,820,4472,-26.88027763,26.96500015,-0.282309304,-0.117974668,30-08-2013,286.526001,1302,10448.5,28.26787757,10,14728.5,173.7,176.5934708,0,0,0,1.393106924,,,,18668.5,15819.5,15.34070295,0,"{""type"":""Point"",""coordinates"":[26.96500015258789,-26.880277633666996]}"
1178,160,1112,4473,-26.98472222,26.63227778,-0.242453851,-0.074219339,30-08-2013,282.7869873,1289,10854.5,31.30083543,10,15342.5,180.40001,44422.56933,0,0,0,5.189790205,27,68,58,17802.5,15202.5,13.48295555,0,"{""type"":""Point"",""coordinates"":[26.63227778,-26.984722220000002]}"
1179,28,449.480011,4474,-25.99135971,27.84207916,-0.242327668,-0.078215438,2/9/2013,104.4199982,1364,9628.5,17.83308272,10,13497,165.8,2635.529451,0,0,0,2.964988382,26,62,60,15787.5,13435,11.23441277,0,"{""type"":""Point"",""coordinates"":[27.842079162597656,-25.991359710693363]}"
0000000000000000117a,10,164,4475,-30.73388863,29.8283329,-0.193380002,-0.050228798,2/9/2013,61.44599915,621,9967,48.20745249,10,13335.5,150.2,1057.098704,0,0,4.87340641,3.857857495,33,69,48,14746,12354.5,12.28560092,0,"{""type"":""Point"",""coordinates"":[29.828332901000973,-30.733888626098633]}"
0000000000000000117b,10,106,4476,-29.77750015,29.47083282,-0.228516611,-0.108640581,2/9/2013,41.53300095,1471,9550,39.75216036,10,12227,146,881.7368272,0,0,4.564700127,4.649274178,22,62,55,15207.5,13965.5,7.221229172,0,"{""type"":""Point"",""coordinates"":[29.470832824707035,-29.77750015258789]}"
0000000000000000117c,10,122.8000031,4477,-29.98777771,29.8516674,-0.209927611,-0.014690265,2/9/2013,42.70199966,1004,9359,35.46729246,12,13917.5,150.6,370.9170254,0,0,9.583285209,12.58903658,29,60,45,14332.5,12172.5,10.63862826,0,"{""type"":""Point"",""coordinates"":[29.851667404174794,-29.98777770996094]}"
0000000000000000117d,12,126.3000031,4478,-29.74416733,29.905833,-0.205694447,-0.103668741,2/9/2013,53.74700165,917,9666.5,36.39896265,10,11916.5,155.1,1138.658403,0,0,0.606837948,18.34238604,29,70,46,14673,13437,9.969113286,0,"{""type"":""Point"",""coordinates"":[29.905833,-29.74416732788086]}"
0000000000000000117e,95,652,4479,-26.45000076,28.0858326,-0.259188077,-0.104716456,2/9/2013,138.0209961,1476,10214.5,18.48830082,10,14070.5,163.6,2497.012211,0,0,0,3.239776951,29,64,53,17362,14763.5,10.82319857,0,"{""type"":""Point"",""coordinates"":[28.085832595825195,-26.45000076293945]}"
0000000000000000117f,10,457,4480,-27.671111,27.2369442,-0.176044365,-0.039630711,2/9/2013,177.4060059,1343,10177.5,16.71018872,13,13419,178.40001,12766.37872,0,0,0,4.282532506,30,67,54,14526.5,13133,11.09769402,0,"{""type"":""Point"",""coordinates"":[27.2369441986084,-27.671111]}"
1180,10,286.6099854,4481,-31.39599991,29.26510048,-0.009918182,-0.019303789,2/9/2013,134.1150055,115,9408.5,47.0224245,10,9233.5,155.6,1396.444121,0,0,0,7.456679511,22,70,59,9597,8866,14.17427279,64,"{""type"":""Point"",""coordinates"":[29.26510047912597,-31.39599990844726]}"
1181,10,310.8500061,4482,-31.55472183,29.24555588,-0.214912191,0.003168397,2/9/2013,111.6019974,234,9555.5,49.59591337,9,14881,147,3636.221754,0,0,0,26.23692985,27,66,50,14787,12203.5,14.411903,0,"{""type"":""Point"",""coordinates"":[29.245555877685547,-31.554721832275398]}"
1182,10,82.09999847,4483,-25.73410988,27.21422005,-0.236567265,-0.078225316,3/9/2013,19.8939991,1450,9850,27.53752244,10,13639.5,168.6,225.9501022,0,0,0,14.86415068,25,64,55,15954.5,13396.5,16.55233536,0,"{""type"":""Point"",""coordinates"":[27.21422004699707,-25.73410987854004]}"
1183,184,721,4484,-27.39861107,26.614722,-0.200539018,-0.018605135,3/9/2013,205.5700073,1257,9789,20.39488668,10,14163,187.40001,4748.400005,0,0,0,5.579448911,30,67,55,14700,12868.5,16.01677221,0,"{""type"":""Point"",""coordinates"":[26.614722,-27.398611068725586]}"
1184,10,622.2600098,4485,-29.16027832,26.573333,-0.196403737,-0.062131567,3/9/2013,225.6490021,1339,10256.5,12.54283966,10,13483.5,192.6,19.75465756,0,0,0,0.927409937,23,74,64,15270,12997.5,14.29159317,0,"{""type"":""Point"",""coordinates"":[26.573333,-29.160278320312504]}"
1185,31,207.8699951,4486,-30.56833267,29.422778,-0.204829165,-0.044407833,3/9/2013,84.90000153,1249,9204.5,42.34587072,10,12760.5,150.8,16562.17874,0,0,0,7.497287757,29,60,49,13946.5,12583.5,10.90861791,0,"{""type"":""Point"",""coordinates"":[29.422778,-30.568332672119144]}"
1186,10,184.9299927,4487,-30.57083321,29.150556,-0.219825869,-0.082352941,3/9/2013,95.91999817,1357,10282.5,32.39388694,10,13630.5,150.2,52.77952463,0,0,0,3.720972565,28,61,43,16077,13559.5,12.03784968,0,"{""type"":""Point"",""coordinates"":[29.150556000000005,-30.570833206176758]}"
1187,10,269.6000061,4488,-31.104278,29.399722,-0.119720578,0.037989231,3/9/2013,120.0920029,378,8884,47.37471373,10,12193,154,1905.793709,0,0,0,21.01506594,25,67,56,11300.5,9917,13.58496882,0,"{""type"":""Point"",""coordinates"":[29.399721999999997,-31.104278]}"
1188,10,739,4489,-25.45963889,28.26430556,-0.219599538,-0.023955774,3/9/2013,206.6620026,1098,10133.5,28.6630671,10,15095.5,170.7,231.3726619,0,0,0,2.96339529,23,64,63,15836.5,13209.5,17.29672012,0,"{""type"":""Point"",""coordinates"":[28.264305560000004,-25.45963889]}"
1189,10,409,4490,-28.33833313,31.37361145,-0.049011137,0.038858224,3/9/2013,169.0939941,444,9905.5,28.01078032,10,11810,156.6,3187.27372,0,0,0,2.30137094,24,67,62,10926.5,9723.5,19.451017,35,"{""type"":""Point"",""coordinates"":[31.373611450195312,-28.33833312988281]}"
0000000000000000118a,10,695.8300171,4491,-27.49555588,26.07472229,-0.290073635,-0.137825467,3/9/2013,239.2890015,1253,10533,19.71848701,10,14503.5,192.40001,113.7721474,0,0,0,2.286428297,22,73,68,19140.5,15806.5,16.63786596,0,"{""type"":""Point"",""coordinates"":[26.07472229003906,-27.495555877685547]}"
0000000000000000118b,12,279.7999878,4492,-29.16166687,23.696389,0.157778407,-0.01215733,4/9/2013,112.3899994,986,10214.5,22.38798369,7,7252,225.5,74.37849792,0,0,0,0,27,72,52,7430.5,7502,13.9937041,98,"{""type"":""Point"",""coordinates"":[23.696389,-29.16166687011719]}"
0000000000000000118c,37,642.8200073,4493,-27.01011111,26.69808333,-0.118543855,-0.021258559,4/9/2013,120.7089996,1291,9019.5,15.91195184,10,10969,181,3398.219243,0,0,0,3.847464255,,,,11445.5,10363.5,15.23979785,61,"{""type"":""Point"",""coordinates"":[26.69808333,-27.01011111]}"
0000000000000000118d,191,560.8200073,4494,-25.81048333,27.90955222,-0.223856045,-0.087409097,4/9/2013,133.3990021,1184,9672.5,23.94831433,7,12800,168.90001,1554.076475,0,0,0,3.5999893,27,65,54,15252,13441.5,18.78179003,0,"{""type"":""Point"",""coordinates"":[27.909552220000002,-25.810483330000004]}"
0000000000000000118e,10,404,4495,-23.65805626,31.04999924,-0.232327144,-0.054789526,4/9/2013,97.20500183,329,9912,47.99563075,10,14258.5,152.2,3.588585011,0,0,0,7.570359435,25,72,61,15911.5,14028,20.42371712,0,"{""type"":""Point"",""coordinates"":[31.049999237060554,-23.658056259155277]}"
